"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT05","WT06","WT08","WT09"
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-11-25","3.80","0.00","0.0","15.0","8","28","0",,"   40","   40","15.0","16.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-11-26","2.46","0.01","0.1","15.0","22","27","6",,"  230","  240","13.0","21.0","    1","    1",,,"    1","    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-11-27","3.36","0.00","0.0","14.2","10","16","3",,"   20","   60","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-11-28","1.57","0.00","0.0","14.2","4","14","-4",,"  320","  170","8.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-11-29","1.34","0.02","0.3","14.2","5","15","-7",,"   20","   10","8.1","8.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-11-30","2.24","0.00","0.0","14.2","-2","23","-10",,"   30","   40","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-01","4.70","0.00","0.0","14.2","12","39","5",,"   30","   30","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-02","3.36","0.02","0.5","14.2","23","37","1",,"  200","  250","14.1","18.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-03","2.91","0.01","0.4","14.2","13","16","1",,"  250","  250","13.0","16.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-04","0.67","0.00","0.0","14.2","4","7","-20",,"   90","  100","6.0","6.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-05","2.01","0.00","0.1","14.2","-8","-1","-18",,"   40","   40","8.1","8.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-06","5.82","0.00","0.0","14.2","-7","9","-21",,"   50","   80","12.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-07","4.92","0.00","0.0","14.2","2","6","-7",,"   40","   40","10.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-08","0.89","0.00","0.0","13.0","-1","4","-6",,"  190","  190","6.0","6.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-09","2.91","0.00","0.0","13.0","1","9","-6",,"   40","   50","10.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-10","0.89","0.03","0.9","14.2","0","3","-16",,"   40","   40","8.1","8.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-11","2.68","0.00","0.0","14.2","-11","-8","-23",,"   40","   40","8.9","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-12","5.82","0.00","0.0","14.2","-15","-4","-18",,"   40","   40","10.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-13","11.18","0.00","0.0","14.2","-5","12","-9",,"   50","   50","23.0","29.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-14","12.30","0.00","0.1","14.2","12","15","9",,"   50","   50","21.9","29.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-15","6.26","0.00","0.0","14.2","12","14","7",,"   10","   10","10.1","13.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-16","10.07","0.00","0.0","14.2","8","10","-7",,"   20","   30","17.0","21.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-17","8.28","0.00","0.0","14.2","-9","-6","-20",,"   60","   60","12.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-18","5.82","0.00","0.0","14.2","-16","-11","-22",,"   30","   50","10.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-19","4.47","0.02","0.0","14.2","-13","-3","-18",,"   10","   20","8.9","11.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-20","1.79","0.10","0.8","15.0","-6","0","-13",,"   50","   70","8.1","8.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-21","2.68","0.00","0.2","15.0","-6","0","-17",,"   70","   80","8.1","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-22","4.47","0.00","0.0","15.0","11","35","-3",,"   70","   70","15.0","21.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-23","3.58","0.04","0.6","15.0","21","29","11",,"  190","  200","14.1","16.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-24","1.34","0.00","0.0","15.0","8","15","-10",,"   30","   20","6.9","6.9",,,,,,"    1",
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-25","0.89","0.00","0.0","15.0","-1","11","-9",,"   40","   50","8.1","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-26","0.67","0.00","0.0","15.0","0","7","-11",,"   20","   10","6.0","6.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-27","1.57","0.00","0.0","15.0","-7","9","-13",,"   50","  100","6.9","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-28","3.80","0.00","0.0","15.0","7","20","2",,"   60","   40","8.9","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-29","1.57","0.00","0.0","15.0","10","19","-8",,"   40","   60","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-30","1.12","0.00","0.0","15.0","-6","1","-10",,"   50","   50","8.1","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2020-12-31","0.45","0.00","0.0","15.0","-4","2","-14",,"   40","   50","4.9","4.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-01","0.22","0.00","0.0","15.0","-11","-9","-17",,"   70","   70","6.9","6.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-02","2.91","0.00","0.0","14.2","-14","2","-19",,"  360","  360","14.1","18.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-03","9.17","0.00","0.0","14.2","-1","2","-10",,"  360","  360","14.1","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-04","3.36","0.00","0.0","14.2","-4","2","-20",,"  360","   10","12.1","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-05","0.89","0.00","0.0","14.2","-12","-4","-17",,"   40","   40","10.1","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-06","2.01","0.00","0.0","14.2","-12","-5","-16",,"   20","   30","10.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-07","1.79","0.00","0.0","14.2","-4","3","-8",,"   30","  180","6.9","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-08","1.79","0.00","0.0","14.2","1","14","-9",,"   30","   20","8.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-09","2.01","0.00","0.0","14.2","-1","18","-9",,"  170","  170","8.9","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-10","6.04","0.00","0.0","14.2","10","19","3",,"   40","   30","10.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-11","2.24","0.00","0.0","14.2","18","25","-1",,"   30","   30","8.9","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-12","1.12","0.00","0.0","14.2","2","3","-5",,"   20","   30","8.1","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-13","0.45","0.00","0.0","14.2","-5","-2","-11",,"  200","  180","4.9","6.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-14","2.68","0.00","0.0","14.2","-9","8","-13",,"   40","   40","10.1","12.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-15","3.58","0.00","0.0","14.2","8","20","-2",,"   40","   40","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-16","1.34","0.00","0.0","14.2","1","4","-8",,"   40","  170","10.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-17","0.67","0.00","0.0","14.2","3","11","-1",,"   50","  200","6.9","6.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-18","3.58","0.00","0.0","14.2","10","35","1",,"   60","   50","14.1","17.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-19","5.82","0.00","0.1","14.2","24","30","-3",,"  250","  250","21.0","29.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-20","2.24","0.00","0.0","14.2","6","13","-2",,"   60","   50","10.1","11.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-21","1.12","0.00","0.0","14.2","4","10","-3",,"   30","   40","6.9","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-22","2.24","0.00","0.0","14.2","8","24","4",,"   40","   40","8.9","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-23","1.12","0.00","0.0","14.2","8","15","-4",,"   20","  190","8.1","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-24","1.34","0.00","0.0","14.2","-1","9","-9",,"   40","   40","8.9","8.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-25","2.01","0.00","0.0","14.2","1","9","-13",,"   60","   60","10.1","12.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-26","0.67","0.00","0.0","14.2","-11","-10","-24",,"   30","   30","6.0","6.0","    1","    1",,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-27","0.45","0.00","0.0","14.2","-20","-11","-27",,"   20","   20","6.9","6.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-28","0.00","0.00","0.0","14.2","-19","-3","-26",,"   20","   50","2.9","4.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-29","0.89","0.00","0.0","14.2","-5","2","-15",,"  190","   50","6.0","6.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-30","0.22","0.02","0.2","14.2","-9","-3","-18",,"  180","  170","8.1","8.9","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-01-31","1.12","0.02","0.2","14.2","-5","-2","-17",,"  360","  350","14.1","16.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-01","8.05","0.00","0.0","14.2","-12","-8","-30",,"   50","   40","17.0","19.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-02","4.03","0.00","0.0","15.0","-19","-8","-29",,"   30","   30","10.1","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-03","4.70","0.17","1.3","16.1","-20","-4","-30",,"   30","   40","8.1","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-04","3.58","0.09","1.3","16.9","-7","-3","-33",,"   50","  200","8.9","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-05","3.58","0.00","0.0","16.9","-25","-6","-34",,"   50","  210","8.1","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-06","0.67","0.15","2.7","20.1","-10","-3","-11",,"  180","  210","6.0","8.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-07","3.36","0.00","0.0","20.1","-10","-3","-30",,"  350","  350","13.0","14.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-08","6.71","0.00","0.0","18.9","-24","-5","-39",,"   50","   50","17.0","21.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-09","5.82","0.00","0.0","18.9","-22","-14","-39",,"   40","   40","12.1","13.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-10","3.36","0.00","0.0","18.9","-15","7","-22",,"   50","   50","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-11","1.34","0.00","0.0","18.9","4","19","1",,"   10","  360","6.9","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-12","2.01","0.00","0.0","18.9","0","13","-17",,"   40","  100","6.9","8.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-13","0.45","0.00","0.0","18.9","-11","8","-22",,"  160","  160","6.9","8.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-14","0.00","0.00","0.0","18.1","-14","4","-26",,"   30","  190","4.9","4.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-15","0.22","0.00","0.0","18.1","-15","5","-26",,"   70","  100","4.9","4.9",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-16","0.22","0.22","4.1","22.0","6","12","4",,"  250","  250","4.9","6.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-17","2.01","0.00","0.0","22.0","6","10","-7",,"  190","  190","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-18","2.68","0.11","1.4","22.8","1","4","-4",,"  270","  280","13.0","15.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-19","3.80","0.02","0.2","22.8","-6","-3","-31",,"  250","  270","14.1","19.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-20","2.91","0.00","0.0","22.0","-25","-5","-39",,"   50","   60","8.9","10.1",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-21","1.12","0.00","0.0","22.0","-21","-14","-34",,"   60","   30","10.1","10.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-22","0.67","0.00","0.0","22.0","-29","-12","-42",,"   50","   40","6.0","6.0",,,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-23","2.46","0.01","0.9","22.0","-23","4","-35",,"  360","  350","8.1","8.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-24","2.91","0.00","0.0","20.9","7","18","4",,"   50","   50","10.1","11.0","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-25","3.36","0.14","2.9","24.0","9","11","4",,"  190","  200","10.1","12.1","    1",,,,,,
"USW00026411","FAIRBANKS INTERNATIONAL AIRPORT, AK US","64.8039","-147.8761","131.7","2021-02-26","4.03","0.18","2.4","26.0","9","18","7",,"  360","  360","12.1","14.1","    1",,,,,,
