"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","PRCP","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WSFI"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-18","3.58","0.00","31.0","30","46","19","38","8.6","15.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-19","8.72","0.00","31.0","41","45","36","44","8.6","21.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-20","5.37","0.00","31.0","45","53","41","43","8.6","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-21","8.28","0.00","26.0","42","50","35","35","8.6","38.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-22","6.49","0.00","26.0","32","45","23","24","8.6","46.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-23","3.13","0.00","25.0","31","40","22","38","8.6","18.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-24","8.05","0.00","25.0","38","44","32","33","8.6","24.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-25","12.30","0.50","24.0","32","37","29","29","9.1","44.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-26","8.05","0.70","32.0","25","30","21","24","9.8","50.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-27","2.46","0.30","32.0","26","33","23","23","10.1","13.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-28","2.46","0.10","32.0","23","28","20","20","10.2","11.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-29","2.46","0.00","34.0","25","37","16","34","10.2","10.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-30","9.62","0.30","38.0","31","36","24","27","10.5","36.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2020-12-31","5.14","0.10","37.0","25","31","22","25","10.6","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-01","7.61","0.10","36.0","33","48","23","28","10.7","37.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-02","7.83","0.10","34.0","31","33","27","29","10.8","33.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-03","6.71","0.10","34.0","31","35","28","34","10.9","21.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-04","13.42","1.40","33.0","30","34","24","26","11.0","60.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-05","6.71","0.00","33.0","32","39","25","33","11.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-06","9.40","0.10","32.0","35","40","30","33","11.0","40.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-07","3.13","0.00","33.0","35","47","28","36","11.0","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-08","9.62","0.00","33.0","31","38","21","30","11.0","34.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-09","2.68","0.00","32.0","34","44","22","39","11.0","13.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-10","7.38","0.00","33.0","35","41","30","35","11.0","23.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-11","4.25","0.20","32.0","41","50","35","37","11.0","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-12","10.51","0.00","31.0","37","41","32","40","11.0","34.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-13","7.16","0.00","31.0","39","45","36","40","10.9","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-14","1.79","0.00","30.0","45","54","37","46","10.8","8.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-15","6.49","0.00","30.0","48","55","39","42","10.7","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-16","1.79","0.00","30.0","41","51","36","36","10.6","6.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-17","2.24","0.00","29.0","41","54","32","32","10.5","11.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-18","6.71","0.00","28.0","32","41","20","20","10.5","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-19","8.50","0.00","29.0","22","27","17","25","10.5","35.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-20","3.80","0.00","29.0","33","43","23","34","10.5","12.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-21","7.38","0.00","29.0","34","40","29","30","10.5","29.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-22","8.28","0.10","26.0","24","30","21","21","10.6","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-23","5.14","0.00","31.0","22","26","19","21","10.6","17.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-24","8.72","0.40","37.0","22","25","19","20","11.1","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-25","4.25","0.00","37.0","17","23","13","13","11.1","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-26","10.29","0.40","42.0","16","26","8","25","11.5","45.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-27","17.45","1.60","68.0","25","28","22","27","13.4","53.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-28","12.08","2.40","62.0","26","27","23","24","15.9","41.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-29","7.16","0.50","61.0","22","27","18","19","16.6","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-30","7.16","0.00","60.0","28","39","19","31","16.6","34.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-01-31","7.83","0.00","56.0","33","40","27","35","16.6","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-01","11.41","0.00","54.0","35","39","31","32","16.6","39.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-02","11.41","0.20","65.0","29","33","26","26","16.8","39.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-03","13.42","0.10","56.0","22","27","19","20","16.9","60.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-04","3.36","0.00","56.0","27","40","17","30","16.9","13.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-05","2.91","0.00","55.0","38","49","30","36","16.9","20.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-06","4.03","0.00","54.0","42","53","31","40","16.9","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-07","4.70","0.00","54.0","40","52","34","38","16.9","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-08","8.95","0.10","52.0","37","43","33","32","17.0","28.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-09","10.74","0.00","51.0","31","33","29","32","17.0","31.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-10","5.59","0.00","50.0","34","40","31","33","17.1","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-11","10.96","1.30","62.0","32","37","29","29","18.9","42.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-12","10.29","0.20","58.0","30","37","24","28","19.1","27.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-13","11.86","1.30","64.0","26","29","22","22","20.6","44.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-14","6.71","0.10","62.0","26","30","19","30","20.7","25.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-15","12.97","0.20","60.0","31","35","26","26","20.8","43.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-16","5.14","0.00","61.0","25","33","18","21","20.8","25.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-17","5.14","0.00","61.0","21","28","15","20","20.8","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-18","9.84","0.00","60.0","31","39","19","25","20.8","40.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-19","11.41","0.20","59.0","30","34","24","24","20.9","44.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-20","6.71","0.00","60.0","23","31","18","20","20.9","46.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-21","2.91","0.00","59.0","28","39","18","29","20.9","14.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-22","2.68","0.00","58.0","38","54","28","37","20.9","14.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-23","4.25","0.00","57.0","36","45","28","28","20.8","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-24","5.14","0.00","57.0","28","38","17","17","20.7","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-25","4.92","0.00","56.0","33","46","16","33","20.7","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-26","10.29","0.00","56.0","30","35","23","24","20.7","33.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-27","6.04","0.00","56.0","23","30","19","21","20.7","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-02-28","2.46","0.00","55.0","30","42","20","33","20.7","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-01","6.93","0.00","55.0","35","42","31","35","20.7","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-02","3.80","0.00","55.0","36","47","30","33","20.7","20.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-03","5.59","0.00","54.0","35","44","29","30","20.7","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-04","7.16","0.00","53.0","34","42","27","35","20.7","23.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-05","10.29","0.00","52.0","37","44","30","31","20.7","38.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-06","14.76","0.30","53.0","28","33","22","30","20.9","58.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-07","5.37","0.00","52.0","33","44","27","28","20.9","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-08","7.16","0.00","52.0","23","28","19","21","20.9","38.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-09","7.83","0.50","59.0","21","27","18","21","21.3","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-10","6.93","0.50","65.0","20","25","15","17","21.8","30.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-11","4.47","0.50","65.0","21","30","13","23","22.3","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-12","5.14","0.00","63.0","26","36","20","26","22.3","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-13","4.47","0.00","61.0","33","44","23","34","22.3","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-14","10.29","0.20","61.0","32","42","25","27","22.5","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-15","7.16","0.20","63.0","19","28","14","23","22.7","34.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-16","7.38","0.00","61.0","28","35","22","30","22.7","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-17","7.61","0.20","60.0","34","42","29","32","22.9","26.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-18","10.29","0.30","62.0","32","37","29","32","23.2","35.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-19","9.40","0.70","68.0","29","33","24","25","24.4","32.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-20","7.61","0.00","67.0","22","29","19","21","24.4","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-21","4.03","0.20","67.0","28","39","16","31","24.6","15.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-22","10.96","0.20","67.0","29","32","25","26","24.7","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-23","9.40","0.00","66.0","22","26","17","23","24.7","30.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-24","8.95","0.20","65.0","30","44","22","27","24.8","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-25","10.29","0.00","64.0","27","33","23","23","24.8","36.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-26","5.37","0.00","63.0","30","43","21","32","24.8","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-27","2.46","0.00","62.0","42","55","30","41","24.7","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-28","9.84","0.00","59.0","43","50","39","40","24.6","30.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-29","10.29","0.00","58.0","39","45","29","30","24.5","40.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-30","4.03","0.00","57.0","33","42","23","30","24.4","22.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-03-31","2.01","0.00","56.0","42","58","29","45","24.2","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-01","6.71","0.00","54.0","44","50","40","42","23.8","28.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-02","7.38","0.00","52.0","45","53","40","45","22.9","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-03","7.38","0.00","51.0","45","54","42","42","22.1","30.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-04","7.83","0.00","49.0","44","51","40","40","21.5","29.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-05","9.84","0.00","48.0","38","43","31","35","20.7","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-06","4.25","0.00","47.0","41","49","33","38","20.2","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-07","9.62","0.00","45.0","39","44","35","35","19.5","42.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-08","8.50","0.00","44.0","39","44","34","38","19.0","18.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-09","7.38","0.00","42.0","42","49","37","38","18.3","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-10","6.71","0.00","41.0","43","53","35","45","17.9","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-11","3.58","0.00","39.0","45","57","35","35","17.3","18.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-12","4.25","0.00","38.0","41","54","31","39","16.5","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-13","6.93","0.00","37.0","34","40","26","27","16.2","41.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-14","2.91","0.20","37.0","29","37","23","29","16.2","13.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","39.19","-120.26","2447.2","2021-04-15","3.58","0.00","38.0","35","42","26","34","16.2","13.2"
