"STATION","NAME","DATE","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WSFI"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-24","9.17","0.00",,"0.0","46","53","41","41","0.0","23.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-25","7.83","0.00",,"0.0","33","42","20","20","0.0","26.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-26","6.26","0.10",,"0.0","29","39","20","33","0.0","27.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-27","5.37","0.00",,"0.0","41","51","31","43","0.0","23.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-28","1.79","0.00",,"0.0","50","60","42","46","0.0","9.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-29","2.24","0.00",,"0.0","51","60","45","47","0.0","10.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-30","6.49","0.00",,"0.0","53","60","47","51","0.0","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-10-31","3.13","0.00",,"0.0","53","63","46","50","0.0","13.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-01","3.36","0.00",,"0.0","54","65","49","51","0.0","14.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-02","4.47","0.00",,"0.0","54","64","48","51","0.0","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-03","7.61","0.00",,"0.0","51","57","48","49","0.0","19.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-04","3.36","0.00",,"0.0","51","60","44","50","0.0","14.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-05","4.25","0.00",,"0.0","52","64","46","46","0.0","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-06","8.50","0.00",,"0.0","31","46","21","22","0.0","45.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-07","9.62","0.10",,"1.0","23","26","19","24","0.1","30.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-08","5.82","0.40",,"6.0","18","24","14","15","0.7","29.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-09","3.36","0.00",,"6.0","22","29","13","30","0.7","13.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-10","6.71","0.00",,"5.0","32","42","24","30","0.8","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-11","8.95","0.00",,"5.0","32","37","29","30","0.8","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-12","7.83","0.10",,"3.0","35","42","30","31","0.9","34.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-13","16.11","2.00",,"6.0","30","33","27","30","2.5","55.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-14","11.41","0.10",,"6.0","34","40","26","34","2.5","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-15","10.29","0.00",,"6.0","39","43","34","42","2.5","40.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-16","7.61","0.00",,"6.0","50","57","42","48","2.5","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-17","16.55","0.00",,"6.0","39","48","31","31","2.5","48.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-18","14.54","2.40",,"20.0","31","34","27","27","5.0","46.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-19","5.14","0.00",,"20.0","30","42","26","27","5.0","30.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-20","0.89","0.00",,"20.0","34","48","27","36","5.0","5.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-21","1.79","0.00",,"19.0","38","49","32","34","5.0","6.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-22","7.16","0.00",,"17.0","38","45","29","31","5.0","33.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-23","4.92","0.00",,"18.0","31","42","26","27","5.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-24","4.25","0.00",,"18.0","37","51","26","33","5.0","28.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-25","8.95","0.00",,"17.0","28","33","20","20","5.0","37.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-26","7.16","0.00",,"17.0","23","29","18","26","5.0","30.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-27","2.46","0.10",,"17.0","35","45","26","38","5.1","14.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-28","3.58","0.00",,"17.0","39","53","34","35","5.1","13.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-29","2.46","0.00",,"16.0","39","51","31","38","5.1","17.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-11-30","8.28","0.00",,"16.0","39","45","35","42","5.1","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-01","1.79","0.00",,"17.0","40","52","32","38","5.1","6.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-02","1.79","0.00",,"16.0","41","55","36","39","5.1","8.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-03","5.14","0.00",,"16.0","42","49","36","39","5.1","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-04","2.24","0.00",,"16.0","39","49","33","35","5.0","5.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-05","7.16","0.00",,"16.0","40","46","33","36","5.0","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-06","6.71","0.00",,"16.0","35","46","25","28","5.0","30.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-07","5.59","0.00",,"15.0","32","39","24","35","5.0","27.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-08","2.46","0.00",,"15.0","43","53","34","47","5.0","13.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-09","7.16","0.00",,"16.0","40","47","30","31","4.9","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-10","8.28","0.00",,"16.0","32","40","27","28","4.9","33.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-11","13.65","0.30",,"14.0","29","35","24","31","5.1","37.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-12","4.25","0.00",,"17.0","31","41","25","35","5.1","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-13","11.41","1.40",,"29.0","30","36","23","24","7.6","46.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-14","3.13","0.00",,"27.0","24","31","21","23","7.6","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-15","6.71","0.20",,"27.0","34","41","22","37","7.9","24.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-16","6.93","0.00",,"27.0","36","43","31","34","7.9","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-17","6.71","0.60",,"33.0","27","35","19","20","8.6","39.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-18","3.58","0.00",,"31.0","30","46","19","38","8.6","15.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-19","8.72","0.00",,"31.0","41","45","36","44","8.6","21.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-20","5.37","0.00",,"31.0","45","53","41","43","8.6","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-21","8.28","0.00",,"26.0","42","50","35","35","8.6","38.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-22","6.49","0.00",,"26.0","32","45","23","24","8.6","46.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-23","3.13","0.00",,"25.0","31","40","22","38","8.6","18.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-24","8.05","0.00",,"25.0","38","44","32","33","8.6","24.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-25","12.30","0.50",,"24.0","32","37","29","29","9.1","44.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-26","8.05","0.70",,"32.0","25","30","21","24","9.8","50.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-27","2.46","0.30",,"32.0","26","33","23","23","10.1","13.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-28","2.46","0.10",,"32.0","23","28","20","20","10.2","11.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-29","2.46","0.00",,"34.0","25","37","16","34","10.2","10.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-30","9.62","0.30",,"38.0","31","36","24","27","10.5","36.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2020-12-31","5.14","0.10",,"37.0","25","31","22","25","10.6","32.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-01","7.61","0.10",,"36.0","33","48","23","28","10.7","37.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-02","7.83","0.10",,"34.0","31","33","27","29","10.8","33.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-03","6.71","0.10",,"34.0","31","35","28","34","10.9","21.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-04","13.42","1.40",,"33.0","30","34","24","26","11.0","60.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-05","6.71","0.00",,"33.0","32","39","25","33","11.0","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-06","9.40","0.10",,"32.0","35","40","30","33","11.0","40.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-07","3.13","0.00",,"33.0","35","47","28","36","11.0","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-08","9.62","0.00",,"33.0","31","38","21","30","11.0","34.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-09","2.68","0.00",,"32.0","34","44","22","39","11.0","13.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-10","7.38","0.00",,"33.0","35","41","30","35","11.0","23.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-11","4.25","0.20",,"32.0","41","50","35","37","11.0","19.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-12","10.51","0.00",,"31.0","37","41","32","40","11.0","34.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-13","7.16","0.00",,"31.0","39","45","36","40","10.9","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-14","1.79","0.00",,"30.0","45","54","37","46","10.8","8.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-15","6.49","0.00",,"30.0","48","55","39","42","10.7","21.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-16","1.79","0.00",,"30.0","41","51","36","36","10.6","6.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-17","2.24","0.00",,"29.0","41","54","32","32","10.5","11.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-18","6.71","0.00",,"28.0","32","41","20","20","10.5","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-19","8.50","0.00",,"29.0","22","27","17","25","10.5","35.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-20","3.80","0.00",,"29.0","33","43","23","34","10.5","12.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-21","7.38","0.00",,"29.0","34","40","29","30","10.5","29.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-22","8.28","0.10",,"26.0","24","30","21","21","10.6","31.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-23","5.14","0.00",,"31.0","22","26","19","21","10.6","17.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-24","8.72","0.40",,"37.0","22","25","19","20","11.1","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-25","4.25","0.00",,"37.0","17","23","13","13","11.1","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-26","10.29","0.40",,"42.0","16","26","8","25","11.5","45.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-27","17.45","1.60",,"68.0","25","28","22","27","13.4","53.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-28","12.08","2.40",,"62.0","26","27","23","24","15.9","41.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-29","7.16","0.50",,"61.0","22","27","18","19","16.6","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-30","7.16","0.00",,"60.0","28","39","19","31","16.6","34.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-01-31","7.83","0.00",,"56.0","33","40","27","35","16.6","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-01","11.41","0.00",,"54.0","35","39","31","32","16.6","39.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-02","11.41","0.20",,"65.0","29","33","26","26","16.8","39.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-03","13.42","0.10",,"56.0","22","27","19","20","16.9","60.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-04","3.36","0.00",,"56.0","27","40","17","30","16.9","13.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-05","2.91","0.00",,"55.0","38","49","30","36","16.9","20.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-06","4.03","0.00",,"54.0","42","53","31","40","16.9","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-07","4.70","0.00",,"54.0","40","52","34","38","16.9","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-08","8.95","0.10",,"52.0","37","43","33","32","17.0","28.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-09","10.74","0.00",,"51.0","31","33","29","32","17.0","31.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-10","5.59","0.00",,"50.0","34","40","31","33","17.1","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-11","10.96","1.30",,"62.0","32","37","29","29","18.9","42.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-12","10.29","0.20",,"58.0","30","37","24","28","19.1","27.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-13","11.86","1.30",,"64.0","26","29","22","22","20.6","44.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-14","6.71","0.10",,"62.0","26","30","19","30","20.7","25.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-15","12.97","0.20",,"60.0","31","35","26","26","20.8","43.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-16","5.14","0.00",,"61.0","25","33","18","21","20.8","25.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-17","5.14","0.00",,"61.0","21","28","15","20","20.8","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-18","9.84","0.00",,"60.0","31","39","19","25","20.8","40.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-19","11.41","0.20",,"59.0","30","34","24","24","20.9","44.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-20","6.71","0.00",,"60.0","23","31","18","20","20.9","46.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-21","2.91","0.00",,"59.0","28","39","18","29","20.9","14.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-22","2.68","0.00",,"58.0","38","54","28","37","20.9","14.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-23","4.25","0.00",,"57.0","36","45","28","28","20.8","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-24","5.14","0.00",,"57.0","28","38","17","17","20.7","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-25","4.92","0.00",,"56.0","33","46","16","33","20.7","28.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-26","10.29","0.00",,"56.0","30","35","23","24","20.7","33.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-27","6.04","0.00",,"56.0","23","30","19","21","20.7","22.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-02-28","2.46","0.00",,"55.0","30","42","20","33","20.7","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-01","6.93","0.00",,"55.0","35","42","31","35","20.7","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-02","3.80","0.00",,"55.0","36","47","30","33","20.7","20.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-03","5.59","0.00",,"54.0","35","44","29","30","20.7","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-04","7.16","0.00",,"53.0","34","42","27","35","20.7","23.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-05","10.29","0.00",,"52.0","37","44","30","31","20.7","38.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-06","14.76","0.30",,"53.0","28","33","22","30","20.9","58.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-07","5.37","0.00",,"52.0","33","44","27","28","20.9","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-08","7.16","0.00",,"52.0","23","28","19","21","20.9","38.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-09","7.83","0.50",,"59.0","21","27","18","21","21.3","29.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-10","6.93","0.50",,"65.0","20","25","15","17","21.8","30.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-11","4.47","0.50",,"65.0","21","30","13","23","22.3","21.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-12","5.14","0.00",,"63.0","26","36","20","26","22.3","20.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-13","4.47","0.00",,"61.0","33","44","23","34","22.3","16.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-14","10.29","0.20",,"61.0","32","42","25","27","22.5","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-15","7.16","0.20",,"63.0","19","28","14","23","22.7","34.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-16","7.38","0.00",,"61.0","28","35","22","30","22.7","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-17","7.61","0.20",,"60.0","34","42","29","32","22.9","26.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-18","10.29","0.30",,"62.0","32","37","29","32","23.2","35.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-19","9.40","0.70",,"68.0","29","33","24","25","24.4","32.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-20","7.61","0.00",,"67.0","22","29","19","21","24.4","32.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-21","4.03","0.20",,"67.0","28","39","16","31","24.6","15.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-22","10.96","0.20",,"67.0","29","32","25","26","24.7","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-23","9.40","0.00",,"66.0","22","26","17","23","24.7","30.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-24","8.95","0.20",,"65.0","30","44","22","27","24.8","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-25","10.29","0.00",,"64.0","27","33","23","23","24.8","36.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-26","5.37","0.00",,"63.0","30","43","21","32","24.8","21.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-27","2.46","0.00",,"62.0","42","55","30","41","24.7","15.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-28","9.84","0.00",,"59.0","43","50","39","40","24.6","30.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-29","10.29","0.00",,"58.0","39","45","29","30","24.5","40.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-30","4.03","0.00",,"57.0","33","42","23","30","24.4","22.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-03-31","2.01","0.00",,"56.0","42","58","29","45","24.2","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-01","6.71","0.00",,"54.0","44","50","40","42","23.8","28.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-02","7.38","0.00",,"52.0","45","53","40","45","22.9","26.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-03","7.38","0.00",,"51.0","45","54","42","42","22.1","30.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-04","7.83","0.00",,"49.0","44","51","40","40","21.5","29.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-05","9.84","0.00",,"48.0","38","43","31","35","20.7","35.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-06","4.25","0.00",,"47.0","41","49","33","38","20.2","16.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-07","9.62","0.00",,"45.0","39","44","35","35","19.5","42.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-08","8.50","0.00",,"44.0","39","44","34","38","19.0","18.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-09","7.38","0.00",,"42.0","42","49","37","38","18.3","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-10","6.71","0.00",,"41.0","43","53","35","45","17.9","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-11","3.58","0.00",,"39.0","45","57","35","35","17.3","18.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-12","4.25","0.00",,"38.0","41","54","31","39","16.5","19.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-13","6.93","0.00",,"37.0","34","40","26","27","16.2","41.8"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-14","2.91","0.20",,"37.0","29","37","23","29","16.2","13.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-15","3.58","0.00",,"38.0","35","42","26","34","16.2","13.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-16","2.01","0.10",,"37.0","39","48","32","35","15.9","13.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-17","5.14","0.00",,"35.0","38","45","31","38","15.4","23.9"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-18","3.80","0.00",,"33.0","45","59","36","44","14.8","16.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-19","5.37","0.00",,"31.0","47","55","41","45","13.9","19.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-20","5.59","0.00",,"30.0","43","49","35","37","13.0","28.6"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-21","3.36","0.00",,"29.0","40","49","32","37","12.6","15.4"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-22","7.16","0.00",,"27.0","41","47","35","39","11.8","23.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-23","9.17","0.00",,"24.0","41","49","35","35","10.7","38.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-24","17.90","0.00",,"25.0","32","35","29","29","10.7","55.5"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-25","12.75","0.30",,"27.0","27","30","21","21","11.1","49.0"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-26","7.16","0.00",,"29.0","25","32","20","25","11.1","22.1"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-27","5.14","0.10",,"27.0","32","42","24","33","11.2","21.7"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-28","1.79","0.10",,"26.0","44","60","30","46","10.8","12.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-29","4.03","0.00",,"24.0","53","65","45","54","9.8","17.2"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-04-30","6.71","0.00",,"21.0","54","60","47","48","8.1","25.3"
"USS0020K30S","SQUAW VALLEY G.C., CA US","2021-05-01","9.17","0.00",,"18.0","46","51","39","40","6.7","30.6"
